PERMIT#,PERMIT_TYPE,APPLICATION_START_DATE,ISSUE_DATE,LATITUDE,LONGITUDE,zipcode,community_area
100936859,PERMIT - NEW CONSTRUCTION,9/27/2021,10/15/2021,41.95293524,-87.67038702,60613,
100936842,PERMIT - NEW CONSTRUCTION,9/27/2021,10/4/2021,41.79983363,-87.62407321,60637,WOODLAWN
100940315,PERMIT - NEW CONSTRUCTION,9/27/2021,11/1/2021,41.80275763,-87.68412052,60643,WASHINGTON HEIGHTS
100912748,PERMIT - NEW CONSTRUCTION,9/27/2021,10/6/2021,41.94400253,-87.66863395,60613,
100936844,PERMIT - NEW CONSTRUCTION,9/27/2021,9/30/2021,41.79972705,-87.62407061,60637,WOODLAWN
100940697,PERMIT - NEW CONSTRUCTION,9/27/2021,9/27/2021,41.93963807,-87.6820306,60618,AVONDALE
100935388,PERMIT - NEW CONSTRUCTION,9/24/2021,9/24/2021,41.7937193,-87.62067384,60637,WOODLAWN
100937070,PERMIT - NEW CONSTRUCTION,9/24/2021,10/6/2021,41.94060817,-87.67735975,60657,LAKEVIEW
100938470,PERMIT - NEW CONSTRUCTION,9/24/2021,9/24/2021,41.81124879,-87.6203633,60653,KENWOOD
100939302,PERMIT - NEW CONSTRUCTION,9/24/2021,11/9/2021,41.77746508,-87.72990738,60629,WEST ELSDON
100936005,PERMIT - NEW CONSTRUCTION,9/24/2021,9/24/2021,41.97155727,-87.68764634,60625,ALBANY PARK
100939780,PERMIT - NEW CONSTRUCTION,9/24/2021,10/5/2021,41.8765621,-87.63353978,60604,LOOP
100936286,PERMIT - NEW CONSTRUCTION,9/24/2021,9/24/2021,41.93045668,-87.65878064,60657,LAKEVIEW
100931045,PERMIT - NEW CONSTRUCTION,9/24/2021,9/24/2021,41.94922687,-87.67028233,60613,
100939779,PERMIT - NEW CONSTRUCTION,9/24/2021,10/5/2021,41.9176515,-87.63576931,60610,WEST TOWN
100938475,PERMIT - NEW CONSTRUCTION,9/24/2021,9/24/2021,41.81125281,-87.62009028,60637,WOODLAWN
100917750,PERMIT - NEW CONSTRUCTION,9/23/2021,10/21/2021,41.8719235,-87.68977704,60624,HUMBOLDT PARK
100939269,PERMIT - NEW CONSTRUCTION,9/23/2021,9/23/2021,41.93990796,-87.66152184,60657,LAKEVIEW
100917741,PERMIT - NEW CONSTRUCTION,9/23/2021,10/21/2021,41.87192662,-87.68946639,60624,HUMBOLDT PARK
100917752,PERMIT - NEW CONSTRUCTION,9/23/2021,10/21/2021,41.87192275,-87.68985468,60624,HUMBOLDT PARK
100917746,PERMIT - NEW CONSTRUCTION,9/23/2021,10/21/2021,41.87192584,-87.68954403,60624,HUMBOLDT PARK
100917736,PERMIT - NEW CONSTRUCTION,9/23/2021,10/21/2021,41.87192951,-87.68923286,60624,HUMBOLDT PARK
100940683,PERMIT - NEW CONSTRUCTION,9/23/2021,9/23/2021,41.88422161,-87.61933906,60601,LOOP
100940402,PERMIT - NEW CONSTRUCTION,9/23/2021,10/13/2021,41.87459734,-87.67632558,60612,NORTH LAWNDALE
100936585,PERMIT - NEW CONSTRUCTION,9/23/2021,10/5/2021,41.84612925,-87.65440559,60608,NORTH LAWNDALE
100939282,PERMIT - NEW CONSTRUCTION,9/23/2021,9/23/2021,41.92489473,-87.65344759,60614,LOGAN SQUARE
100930227,PERMIT - NEW CONSTRUCTION,9/23/2021,9/23/2021,41.79378726,-87.62067566,60637,WOODLAWN
100917738,PERMIT - NEW CONSTRUCTION,9/23/2021,10/21/2021,41.87192745,-87.68938813,60624,HUMBOLDT PARK
100917749,PERMIT - NEW CONSTRUCTION,9/23/2021,10/21/2021,41.87192505,-87.68962167,60624,HUMBOLDT PARK
100939300,PERMIT - NEW CONSTRUCTION,9/22/2021,9/22/2021,41.88422161,-87.61933906,60601,LOOP
100936233,PERMIT - NEW CONSTRUCTION,9/22/2021,9/22/2021,41.91901848,-87.67536273,60614,LOGAN SQUARE
100934603,PERMIT - NEW CONSTRUCTION,9/22/2021,11/18/2021,41.8193972,-87.61828317,60653,KENWOOD
100911506,PERMIT - NEW CONSTRUCTION,9/22/2021,9/22/2021,41.96666821,-87.66688228,60640,EDGEWATER
100940825,PERMIT - NEW CONSTRUCTION,9/22/2021,9/22/2021,41.77866211,-87.57939999,60649,SOUTH CHICAGO
100940915,PERMIT - NEW CONSTRUCTION,9/22/2021,9/22/2021,41.88422161,-87.61933906,60601,LOOP
100924659,PERMIT - NEW CONSTRUCTION,9/22/2021,10/26/2021,41.81272485,-87.6230742,60653,KENWOOD
100939777,PERMIT - NEW CONSTRUCTION,9/22/2021,9/22/2021,41.99294944,-87.74848,60646,FOREST GLEN
100936117,PERMIT - NEW CONSTRUCTION,9/22/2021,9/22/2021,41.88807428,-87.6349552,60654,LOOP
100911495,PERMIT - NEW CONSTRUCTION,9/22/2021,9/22/2021,41.96661213,-87.66687038,60640,EDGEWATER
100939781,PERMIT - NEW CONSTRUCTION,9/22/2021,9/22/2021,41.87813818,-87.637065,60606,NEAR WEST SIDE
100935185,PERMIT - NEW CONSTRUCTION,9/22/2021,9/22/2021,41.94519703,-87.65999234,60657,LAKEVIEW
100940775,PERMIT - NEW CONSTRUCTION,9/22/2021,9/22/2021,41.90661858,-87.70150146,60622,WEST TOWN
100940664,PERMIT - NEW CONSTRUCTION,9/21/2021,9/21/2021,41.91983669,-87.63624578,60614,LOGAN SQUARE
100917547,PERMIT - NEW CONSTRUCTION,9/21/2021,10/21/2021,41.87193595,-87.68869013,60612,NORTH LAWNDALE
100917729,PERMIT - NEW CONSTRUCTION,9/21/2021,10/21/2021,41.87193051,-87.68915533,60624,HUMBOLDT PARK
100939363,PERMIT - NEW CONSTRUCTION,9/21/2021,10/5/2021,41.90623661,-87.67121335,60622,WEST TOWN
100917548,PERMIT - NEW CONSTRUCTION,9/21/2021,10/21/2021,41.87193521,-87.68876777,60624,HUMBOLDT PARK
100917593,PERMIT - NEW CONSTRUCTION,9/21/2021,10/21/2021,41.87193249,-87.68900006,60612,NORTH LAWNDALE
100917687,PERMIT - NEW CONSTRUCTION,9/21/2021,10/21/2021,41.8719315,-87.6890777,60612,NORTH LAWNDALE
100933071,PERMIT - NEW CONSTRUCTION,9/21/2021,9/21/2021,41.94939664,-87.66301662,60613,
100940624,PERMIT - NEW CONSTRUCTION,9/21/2021,9/21/2021,41.98215487,-87.66834973,60640,EDGEWATER
100940818,PERMIT - NEW CONSTRUCTION,9/21/2021,9/21/2021,41.78585734,-87.59737852,60637,WOODLAWN
100917587,PERMIT - NEW CONSTRUCTION,9/21/2021,10/21/2021,41.87193447,-87.68884479,60612,NORTH LAWNDALE
100924981,PERMIT - NEW CONSTRUCTION,9/20/2021,9/20/2021,41.91541756,-87.63857985,60614,LOGAN SQUARE
100934515,PERMIT - NEW CONSTRUCTION,9/20/2021,11/3/2021,41.88502582,-87.65460592,60622,WEST TOWN
100939361,PERMIT - NEW CONSTRUCTION,9/20/2021,9/28/2021,41.89995337,-87.62083443,60611,
100938796,PERMIT - NEW CONSTRUCTION,9/20/2021,9/20/2021,41.99016989,-87.71749465,60659,NORTH PARK
100929706,PERMIT - NEW CONSTRUCTION,9/20/2021,9/20/2021,41.89128817,-87.68534223,60612,NORTH LAWNDALE
100936836,PERMIT - NEW CONSTRUCTION,9/20/2021,9/28/2021,41.78994306,-87.59627578,60637,WOODLAWN
100937991,PERMIT - NEW CONSTRUCTION,9/20/2021,9/20/2021,41.88200786,-87.6382454,60606,NEAR WEST SIDE
100937065,PERMIT - NEW CONSTRUCTION,9/20/2021,9/20/2021,41.85671521,-87.67024307,60608,NORTH LAWNDALE
100938792,PERMIT - NEW CONSTRUCTION,9/17/2021,9/17/2021,41.91812181,-87.65836933,60657,LAKEVIEW
100938157,PERMIT - NEW CONSTRUCTION,9/17/2021,9/17/2021,41.89243235,-87.67370499,60612,NORTH LAWNDALE
100940225,PERMIT - NEW CONSTRUCTION,9/17/2021,9/17/2021,41.97562674,-87.70967561,60625,ALBANY PARK
100939774,PERMIT - NEW CONSTRUCTION,9/17/2021,9/17/2021,41.9074433,-87.72630022,60651,HUMBOLDT PARK
100938483,PERMIT - NEW CONSTRUCTION,9/17/2021,9/17/2021,41.97167106,-87.6876505,60625,ALBANY PARK
100940197,PERMIT - NEW CONSTRUCTION,9/17/2021,9/17/2021,41.96192072,-87.64590953,60613,
100919271,PERMIT - NEW CONSTRUCTION,9/17/2021,9/17/2021,41.90208169,-87.68093099,60622,WEST TOWN
100938795,PERMIT - NEW CONSTRUCTION,9/17/2021,9/17/2021,41.98461372,-87.70056525,60659,NORTH PARK
100938791,PERMIT - NEW CONSTRUCTION,9/16/2021,11/11/2021,41.87578549,-87.62670643,60605,NEAR SOUTH SIDE
100926963,PERMIT - NEW CONSTRUCTION,9/16/2021,9/16/2021,41.9454153,-87.66007391,60657,LAKEVIEW
100938789,PERMIT - NEW CONSTRUCTION,9/16/2021,9/16/2021,41.84933387,-87.62685853,60616,ARMOUR SQUARE
100939783,PERMIT - NEW CONSTRUCTION,9/16/2021,9/16/2021,41.83510035,-87.62876125,60616,ARMOUR SQUARE
100930649,PERMIT - NEW CONSTRUCTION,9/16/2021,10/12/2021,41.77702173,-87.60052431,60637,WOODLAWN
100940112,PERMIT - NEW CONSTRUCTION,9/16/2021,9/16/2021,41.78954209,-87.60111507,60637,WOODLAWN
100937953,PERMIT - NEW CONSTRUCTION,9/16/2021,11/9/2021,41.97507922,-87.67952139,60625,ALBANY PARK
100926013,PERMIT - NEW CONSTRUCTION,9/16/2021,11/19/2021,41.97607342,-87.68409452,9020,
100937938,PERMIT - NEW CONSTRUCTION,9/16/2021,9/16/2021,41.78261318,-87.73860937,60629,WEST ELSDON
100938787,PERMIT - NEW CONSTRUCTION,9/15/2021,9/15/2021,41.87237512,-87.63951152,60607,LOOP
100887902,PERMIT - NEW CONSTRUCTION,9/15/2021,9/15/2021,41.96132513,-87.70401385,60625,ALBANY PARK
100936839,PERMIT - NEW CONSTRUCTION,9/15/2021,9/15/2021,41.97458951,-87.65161345,60640,EDGEWATER
100939760,PERMIT - NEW CONSTRUCTION,9/15/2021,9/15/2021,41.94359255,-87.66377505,60613,
100935304,PERMIT - NEW CONSTRUCTION,9/15/2021,9/24/2021,41.94837069,-87.70679277,60625,ALBANY PARK
100935710,PERMIT - NEW CONSTRUCTION,9/15/2021,9/15/2021,41.90407079,-87.6274976,60651,HUMBOLDT PARK
100939374,PERMIT - NEW CONSTRUCTION,9/14/2021,9/14/2021,41.85692162,-87.67122476,60608,NORTH LAWNDALE
100934778,PERMIT - NEW CONSTRUCTION,9/14/2021,9/14/2021,41.91851374,-87.68380061,60647,LOGAN SQUARE
100938786,PERMIT - NEW CONSTRUCTION,9/14/2021,9/14/2021,41.88539005,-87.61898671,60601,LOOP
100938770,PERMIT - NEW CONSTRUCTION,9/14/2021,9/14/2021,41.85902226,-87.72066306,60623,SOUTH LAWNDALE
100939491,PERMIT - NEW CONSTRUCTION,9/14/2021,9/14/2021,41.95532325,-87.74970723,60641,AVONDALE
100936418,PERMIT - NEW CONSTRUCTION,9/14/2021,10/28/2021,41.95340188,-87.73977482,60641,AVONDALE
100934762,PERMIT - NEW CONSTRUCTION,9/14/2021,9/14/2021,41.9127294,-87.76944064,60639,LOGAN SQUARE
100939558,PERMIT - NEW CONSTRUCTION,9/14/2021,9/14/2021,41.77986317,-87.64452788,60621,WASHINGTON PARK
100935680,PERMIT - NEW CONSTRUCTION,9/13/2021,11/4/2021,41.77417099,-87.60228837,60637,WOODLAWN
100934374,PERMIT - NEW CONSTRUCTION,9/13/2021,9/13/2021,41.93899382,-87.74269899,60641,AVONDALE
100934785,PERMIT - NEW CONSTRUCTION,9/13/2021,9/13/2021,41.90262318,-87.68686934,60622,WEST TOWN
100931571,PERMIT - NEW CONSTRUCTION,9/13/2021,9/13/2021,41.85325243,-87.67223336,60608,NORTH LAWNDALE
100938764,PERMIT - NEW CONSTRUCTION,9/13/2021,9/13/2021,41.96403525,-87.72316496,60625,ALBANY PARK
100939458,PERMIT - NEW CONSTRUCTION,9/13/2021,9/13/2021,41.86262829,-87.61503109,IL,
100933157,PERMIT - NEW CONSTRUCTION,9/13/2021,9/13/2021,41.94214861,-87.73944356,60641,AVONDALE
100938768,PERMIT - NEW CONSTRUCTION,9/13/2021,9/13/2021,41.82290909,-87.60242364,60615,GRAND BOULEVARD
100939358,PERMIT - NEW CONSTRUCTION,9/13/2021,9/15/2021,41.78936441,-87.5962627,60637,WOODLAWN
100928815,PERMIT - NEW CONSTRUCTION,9/13/2021,9/13/2021,41.94248979,-87.67246334,60613,
100939129,PERMIT - NEW CONSTRUCTION,9/10/2021,9/10/2021,41.87289177,-87.63373989,60605,NEAR SOUTH SIDE
100938763,PERMIT - NEW CONSTRUCTION,9/10/2021,9/10/2021,nan,nan,,
100934792,PERMIT - NEW CONSTRUCTION,9/10/2021,9/10/2021,41.96854565,-87.7101506,60625,ALBANY PARK
100936822,PERMIT - NEW CONSTRUCTION,9/10/2021,9/10/2021,41.88674913,-87.74948724,60644,AUSTIN
100936967,PERMIT - NEW CONSTRUCTION,9/10/2021,9/10/2021,41.78318438,-87.59485251,60637,WOODLAWN
100934007,PERMIT - NEW CONSTRUCTION,9/10/2021,9/30/2021,41.82775732,-87.68637509,60632,ARCHER HEIGHTS
100931132,PERMIT - NEW CONSTRUCTION,9/10/2021,9/10/2021,41.94731749,-87.65641795,60613,
100899896,PERMIT - NEW CONSTRUCTION,9/10/2021,9/10/2021,41.96132568,-87.70384475,60625,ALBANY PARK
100935731,PERMIT - NEW CONSTRUCTION,9/10/2021,9/10/2021,41.862904,-87.70186655,60623,SOUTH LAWNDALE
100931140,PERMIT - NEW CONSTRUCTION,9/10/2021,9/10/2021,41.94731749,-87.65641795,60613,
100934390,PERMIT - NEW CONSTRUCTION,9/9/2021,9/9/2021,41.85548818,-87.69146035,60608,NORTH LAWNDALE
100938982,PERMIT - NEW CONSTRUCTION,9/9/2021,9/9/2021,41.86262829,-87.61503109,IL,
100934889,PERMIT - NEW CONSTRUCTION,9/9/2021,10/22/2021,41.91714574,-87.64592151,60614,LOGAN SQUARE
100930842,PERMIT - NEW CONSTRUCTION,9/9/2021,9/9/2021,41.97582954,-87.68584904,9020,
100935152,PERMIT - NEW CONSTRUCTION,9/9/2021,9/30/2021,41.83196171,-87.68629194,60608,NORTH LAWNDALE
100937566,PERMIT - NEW CONSTRUCTION,9/9/2021,9/9/2021,41.69430252,-87.60935357,60628,WASHINGTON HEIGHTS
100913188,PERMIT - NEW CONSTRUCTION,9/9/2021,10/1/2021,41.78602978,-87.58644522,60649,SOUTH CHICAGO
100935700,PERMIT - NEW CONSTRUCTION,9/9/2021,9/9/2021,41.70307215,-87.6535716,60643,WASHINGTON HEIGHTS
100918242,PERMIT - NEW CONSTRUCTION,9/9/2021,9/30/2021,41.88655488,-87.61560822,60601,LOOP
100931978,PERMIT - NEW CONSTRUCTION,9/8/2021,9/8/2021,41.80440389,-87.66986757,60636,ENGLEWOOD
100934360,PERMIT - NEW CONSTRUCTION,9/8/2021,9/8/2021,41.69185017,-87.68631995,60655,BEVERLY
100934324,PERMIT - NEW CONSTRUCTION,9/8/2021,9/8/2021,41.80745397,-87.74773344,60638,MIDWAY
100937766,PERMIT - NEW CONSTRUCTION,9/8/2021,9/8/2021,41.88471128,-87.66428183,60607,LOOP
100934841,PERMIT - NEW CONSTRUCTION,9/8/2021,9/20/2021,41.84972673,-87.62716087,60616,ARMOUR SQUARE
100938797,PERMIT - NEW CONSTRUCTION,9/8/2021,9/8/2021,41.79131714,-87.59830762,60637,WOODLAWN
100934561,PERMIT - NEW CONSTRUCTION,9/8/2021,11/2/2021,41.92229633,-87.68282265,60647,LOGAN SQUARE
100938799,PERMIT - NEW CONSTRUCTION,9/8/2021,9/8/2021,41.88426637,-87.64927147,60607,LOOP
100938776,PERMIT - NEW CONSTRUCTION,9/8/2021,9/8/2021,41.78954209,-87.60111507,60637,WOODLAWN
100934538,PERMIT - NEW CONSTRUCTION,9/8/2021,9/8/2021,41.89483395,-87.69647216,60612,NORTH LAWNDALE
100938741,PERMIT - NEW CONSTRUCTION,9/8/2021,9/8/2021,41.93101115,-87.65395063,60657,LAKEVIEW
100938095,PERMIT - NEW CONSTRUCTION,9/8/2021,9/8/2021,41.8500719,-87.68796301,60623,SOUTH LAWNDALE
100937619,PERMIT - NEW CONSTRUCTION,9/7/2021,9/7/2021,41.92379123,-87.66312547,60613,
100937616,PERMIT - NEW CONSTRUCTION,9/7/2021,9/9/2021,41.86262829,-87.61503109,IL,
100927417,PERMIT - NEW CONSTRUCTION,9/7/2021,9/7/2021,41.87808093,-87.64529985,60661,WEST TOWN
100937547,PERMIT - NEW CONSTRUCTION,9/7/2021,9/7/2021,41.88471128,-87.66428183,60607,LOOP
100937775,PERMIT - NEW CONSTRUCTION,9/7/2021,9/7/2021,41.862904,-87.70186655,60623,SOUTH LAWNDALE
100922492,PERMIT - NEW CONSTRUCTION,9/7/2021,9/7/2021,41.9779395,-87.66374706,60640,EDGEWATER
100938200,PERMIT - NEW CONSTRUCTION,9/7/2021,9/7/2021,41.91405777,-87.63196835,60610,WEST TOWN
100938145,PERMIT - NEW CONSTRUCTION,9/2/2021,9/2/2021,41.96684845,-87.6889984,9020,
100931341,PERMIT - NEW CONSTRUCTION,9/2/2021,9/2/2021,41.77684035,-87.61057542,60637,WOODLAWN
100938188,PERMIT - NEW CONSTRUCTION,9/2/2021,9/2/2021,41.97562674,-87.70967561,60625,ALBANY PARK
100938115,PERMIT - NEW CONSTRUCTION,9/2/2021,9/2/2021,41.96684845,-87.6889984,9020,
100938003,PERMIT - NEW CONSTRUCTION,9/2/2021,9/2/2021,41.862904,-87.70186655,60623,SOUTH LAWNDALE
100937607,PERMIT - NEW CONSTRUCTION,9/2/2021,9/2/2021,41.97974794,-87.68153895,9020,
100938227,PERMIT - NEW CONSTRUCTION,9/2/2021,9/2/2021,41.87306123,-87.62977165,60605,NEAR SOUTH SIDE
100889947,PERMIT - NEW CONSTRUCTION,9/2/2021,9/13/2021,41.88470676,-87.65313619,60661,WEST TOWN
100938216,PERMIT - NEW CONSTRUCTION,9/2/2021,9/2/2021,41.79354153,-87.59989314,60637,WOODLAWN
100936664,PERMIT - NEW CONSTRUCTION,9/1/2021,9/1/2021,41.88471128,-87.66428183,60607,LOOP
100937767,PERMIT - NEW CONSTRUCTION,8/31/2021,8/31/2021,41.862904,-87.70186655,60623,SOUTH LAWNDALE
100862598,PERMIT - NEW CONSTRUCTION,8/31/2021,11/4/2021,41.90777372,-87.76570827,60630,FOREST GLEN
100933043,PERMIT - NEW CONSTRUCTION,8/31/2021,8/31/2021,41.95135703,-87.67542792,60613,
100935730,PERMIT - NEW CONSTRUCTION,8/31/2021,8/31/2021,41.862904,-87.70186655,60623,SOUTH LAWNDALE
100937543,PERMIT - NEW CONSTRUCTION,8/31/2021,8/31/2021,41.85692162,-87.67122476,60608,NORTH LAWNDALE
100937443,PERMIT - NEW CONSTRUCTION,8/31/2021,8/31/2021,41.88471128,-87.66428183,60607,LOOP
100935732,PERMIT - NEW CONSTRUCTION,8/31/2021,8/31/2021,41.862904,-87.70186655,60623,SOUTH LAWNDALE
100937355,PERMIT - NEW CONSTRUCTION,8/31/2021,8/31/2021,41.88471128,-87.66428183,60607,LOOP
100937343,PERMIT - NEW CONSTRUCTION,8/31/2021,8/31/2021,41.85692162,-87.67122476,60608,NORTH LAWNDALE
100934743,PERMIT - NEW CONSTRUCTION,8/31/2021,8/31/2021,41.74488133,-87.55018715,60617,EAST SIDE
100937314,PERMIT - NEW CONSTRUCTION,8/30/2021,8/30/2021,41.90287692,-87.69018293,60651,HUMBOLDT PARK
100928600,PERMIT - NEW CONSTRUCTION,8/30/2021,8/30/2021,41.94135469,-87.65915898,60657,LAKEVIEW
100935594,PERMIT - NEW CONSTRUCTION,8/30/2021,8/30/2021,41.91890589,-87.6753597,60614,LOGAN SQUARE
100933940,PERMIT - NEW CONSTRUCTION,8/30/2021,11/4/2021,41.8048065,-87.61271025,60615,GRAND BOULEVARD
100937527,PERMIT - NEW CONSTRUCTION,8/30/2021,8/30/2021,41.862904,-87.70186655,60623,SOUTH LAWNDALE
100936801,PERMIT - NEW CONSTRUCTION,8/30/2021,8/30/2021,41.88422161,-87.61933906,60601,LOOP
100935490,PERMIT - NEW CONSTRUCTION,8/30/2021,8/30/2021,41.9187933,-87.67535666,60614,LOGAN SQUARE
100935583,PERMIT - NEW CONSTRUCTION,8/30/2021,8/30/2021,41.9188496,-87.67535818,60614,LOGAN SQUARE
100936781,PERMIT - NEW CONSTRUCTION,8/27/2021,8/27/2021,41.77966134,-87.64463774,60621,WASHINGTON PARK
100936345,PERMIT - NEW CONSTRUCTION,8/27/2021,9/9/2021,41.95347834,-87.65408289,60613,
100937160,PERMIT - NEW CONSTRUCTION,8/27/2021,8/27/2021,41.85692162,-87.67122476,60608,NORTH LAWNDALE
100936185,PERMIT - NEW CONSTRUCTION,8/27/2021,8/27/2021,41.94731749,-87.65641795,60613,
100931143,PERMIT - NEW CONSTRUCTION,8/27/2021,8/27/2021,41.94731749,-87.65641795,60613,
100934553,PERMIT - NEW CONSTRUCTION,8/27/2021,8/27/2021,41.84543207,-87.65405658,60608,NORTH LAWNDALE
100936634,PERMIT - NEW CONSTRUCTION,8/27/2021,8/27/2021,41.87061128,-87.62068379,60605,NEAR SOUTH SIDE
100933981,PERMIT - NEW CONSTRUCTION,8/27/2021,9/23/2021,41.89958208,-87.71781791,60651,HUMBOLDT PARK
100934549,PERMIT - NEW CONSTRUCTION,8/27/2021,8/27/2021,41.84551581,-87.65412572,60608,NORTH LAWNDALE
100934556,PERMIT - NEW CONSTRUCTION,8/27/2021,8/27/2021,41.8453902,-87.65402202,60608,NORTH LAWNDALE
100923403,PERMIT - NEW CONSTRUCTION,8/26/2021,9/21/2021,41.97037751,-87.77177101,60630,FOREST GLEN
100935729,PERMIT - NEW CONSTRUCTION,8/26/2021,8/26/2021,41.862904,-87.70186655,60623,SOUTH LAWNDALE
100937117,PERMIT - NEW CONSTRUCTION,8/26/2021,8/26/2021,41.86262829,-87.61503109,IL,
100936834,PERMIT - NEW CONSTRUCTION,8/26/2021,9/9/2021,41.94952795,-87.68605496,60618,AVONDALE
100937144,PERMIT - NEW CONSTRUCTION,8/26/2021,8/26/2021,42.01888786,-87.68472175,60645,
100937118,PERMIT - NEW CONSTRUCTION,8/26/2021,8/26/2021,41.85600113,-87.6579887,60608,NORTH LAWNDALE
100922057,PERMIT - NEW CONSTRUCTION,8/26/2021,8/26/2021,41.9101802,-87.6358195,60610,WEST TOWN
100929413,PERMIT - NEW CONSTRUCTION,8/26/2021,8/26/2021,41.91470639,-87.68016152,60647,LOGAN SQUARE
100934500,PERMIT - NEW CONSTRUCTION,8/25/2021,9/3/2021,41.888006,-87.65206064,60622,WEST TOWN
100936751,PERMIT - NEW CONSTRUCTION,8/25/2021,8/25/2021,41.96042258,-87.76312416,60630,FOREST GLEN
100931614,PERMIT - NEW CONSTRUCTION,8/25/2021,8/25/2021,41.97184126,-87.68765722,60625,ALBANY PARK
100936677,PERMIT - NEW CONSTRUCTION,8/25/2021,8/25/2021,41.88804059,-87.62817066,60601,LOOP
100924097,PERMIT - NEW CONSTRUCTION,8/25/2021,8/25/2021,41.92367952,-87.63825144,60614,LOGAN SQUARE
100934859,PERMIT - NEW CONSTRUCTION,8/25/2021,8/25/2021,41.98428346,-87.74212371,60646,FOREST GLEN
100936812,PERMIT - NEW CONSTRUCTION,8/25/2021,8/25/2021,41.83203762,-87.71704965,60623,SOUTH LAWNDALE
100936829,PERMIT - NEW CONSTRUCTION,8/25/2021,8/25/2021,41.87703567,-87.64706623,60661,WEST TOWN
100934902,PERMIT - NEW CONSTRUCTION,8/24/2021,9/9/2021,41.77649881,-87.60233903,60637,WOODLAWN
100936653,PERMIT - NEW CONSTRUCTION,8/24/2021,8/24/2021,41.88417458,-87.67686443,60625,ALBANY PARK
100936647,PERMIT - NEW CONSTRUCTION,8/24/2021,8/24/2021,41.75821098,-87.61160821,60619,AVALON PARK
100936643,PERMIT - NEW CONSTRUCTION,8/24/2021,9/9/2021,41.79944187,-87.58809839,60615,GRAND BOULEVARD
100936573,PERMIT - NEW CONSTRUCTION,8/24/2021,9/9/2021,41.86915731,-87.69335871,60612,NORTH LAWNDALE
100923813,PERMIT - NEW CONSTRUCTION,8/24/2021,8/24/2021,41.82261309,-87.71072618,60632,ARCHER HEIGHTS
